region,income_group,demo_group,demo_subgroup,has_account,borrowed_any,biz_loan_source,biz_loan,loan_purpose_group,loan_purpose,saved_for_purchase,saved_no_purpose,digital_payment_other,mobile_payment_bill,govt_digital_pay_acc,digital_pay,digital_pay_acc,govt_payment_recv,prefer_digital_fin,prefer_digital,saved_any,region_cleaned,biz_loan_source_missing,biz_loan_missing,loan_purpose_group_missing,loan_purpose_missing,saved_for_purchase_missing,saved_no_purpose_missing,digital_payment_other_missing,mobile_payment_bill_missing,govt_digital_pay_acc_missing,digital_pay_missing,digital_pay_acc_missing,govt_payment_recv_missing,prefer_digital_fin_missing,prefer_digital_missing
Europe & Central Asia (excluding high income),Upper middle income,all,all,0.504380175207008,0.0,0.0336213448537942,0.0336213448537942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,0,0,1,1,1,1,1,1,1,1,1,1,1,1
South Asia (excluding high income),Lower middle income,all,all,0.253085584745673,0.0,0.0990264605350944,0.0990264605350944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Asia,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.986585293909719,0.0,0.578136149476031,0.578136149476031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.994367277363996,0.0,0.604397563674933,0.604397563674933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Latin America & Caribbean (excluding high income),Lower middle income,all,all,0.142183321368881,0.0,0.0653466151977946,0.0653466151977946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,all,all,0.0152169870544605,0.0,0.0116439953207824,0.0116439953207824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub-Saharan Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.296675376842052,0.0,0.235937386530564,0.235937386530564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub-Saharan Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),Upper middle income,all,all,0.736989465828175,0.0,0.0777961737421429,0.0777961737421429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.736024164643834,0.0,0.226187977346795,0.226187977346795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
South Asia (excluding high income),Lower middle income,all,all,0.103062965935922,0.0,0.0144054946219506,0.0144054946219506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Asia,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.249264953930286,0.0,0.12459887306543,0.12459887306543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.217201462451211,0.0,0.0972105769403186,0.0972105769403186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.204586854159298,0.0,0.0855785507047726,0.0855785507047726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,0,0,1,1,1,1,1,1,1,1,1,1,1,1
East Asia & Pacific (excluding high income),Lower middle income,all,all,0.265559260623316,0.0,0.147131215689532,0.147131215689532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,East Asia & Pacific,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.701942895305774,0.0,0.179873782606195,0.179873782606195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.812294253390108,0.0,0.255567136594099,0.255567136594099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.658753853266331,0.0,0.253823204357462,0.253823204357462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.445916228252137,0.0,0.086877766122362,0.086877766122362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),Upper middle income,all,all,0.481784884899677,0.0,0.10877960529431,0.10877960529431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,all,all,0.327638222447295,0.0,0.178392692899954,0.178392692899954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub-Saharan Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.464206603178861,0.0,0.172411915303069,0.172411915303069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.0582114104684157,0.0,0.0371661058793836,0.0371661058793836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub-Saharan Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),Upper middle income,all,all,0.622162232690715,0.0,0.0316713934276629,0.0316713934276629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,all,all,0.153417553850215,0.0,0.144904517355111,0.144904517355111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub-Saharan Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.98221892306584,0.0,0.584099030029613,0.584099030029613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.795830117600274,0.0,0.368434612826075,0.368434612826075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.971437132691175,0.0,0.288525330318164,0.288525330318164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Upper middle income,all,all,0.536450756317438,0.0,0.220800266437892,0.220800266437892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub-Saharan Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.932776030316529,0.0,0.350472780670232,0.350472780670232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
South Asia (excluding high income),Lower middle income,all,all,0.685261646815342,0.0,0.280905885702597,0.280905885702597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Asia,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,all,all,0.0689979785197721,0.0,0.0340926684927786,0.0340926684927786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub-Saharan Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.989919498180313,0.0,0.635844920360452,0.635844920360452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Middle East & North Africa (excluding high income),Low income,all,all,0.232530858353611,0.0,0.0506374702134654,0.0506374702134654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle East & North Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.873148929691055,0.0,0.457172982797329,0.457172982797329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),Lower middle income,all,all,0.0253485730790679,0.0,0.0028687955920728,0.0028687955920728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.172577675334801,0.0,0.119130725061884,0.119130725061884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub-Saharan Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
East Asia & Pacific (excluding high income),Upper middle income,all,all,0.726664359374049,0.0,0.428025953403327,0.428025953403327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,East Asia & Pacific,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,all,all,0.101852402521278,0.0,0.0363060820302267,0.0363060820302267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub-Saharan Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.759220595177181,0.0,0.444097414058328,0.444097414058328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),Upper middle income,all,all,0.576014257729643,0.0,0.0416875752550812,0.0416875752550812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),Upper middle income,all,all,0.0040491151711883,0.0,0.001172973774057,0.001172973774057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,all,all,0.204614192079115,0.0,0.163309892435361,0.163309892435361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub-Saharan Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),Lower middle income,all,all,0.412685749442218,0.0,0.0541137577043276,0.0541137577043276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.597323702767485,0.0,0.191560680623676,0.191560680623676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.97201284899645,0.0,0.437993367876079,0.437993367876079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.879578658638029,0.0,0.503978711826557,0.503978711826557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,all,all,0.235426008998817,0.0,0.0569247314591349,0.0569247314591349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),Lower middle income,all,all,0.225039189572923,0.0,0.0082124991034979,0.0082124991034979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Europe & Central Asia,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.441166616188675,0.0,0.135692886106099,0.135692886106099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,0,0,1,1,1,1,1,1,1,1,1,1,1,1
East Asia & Pacific (excluding high income),Lower middle income,all,all,0.213694926755785,0.0,0.0774084804933356,0.0774084804933356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,East Asia & Pacific,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Middle East & North Africa (excluding high income),Lower middle income,all,all,0.194280315485088,0.0,0.0547762511958239,0.0547762511958239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle East & North Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Middle East & North Africa (excluding high income),Low income,all,all,0.036599537986911,0.0,0.0107397686285212,0.0107397686285212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Middle East & North Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,all,all,0.213649091881019,0.0,0.117658527065936,0.117658527065936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub-Saharan Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.39651208895891,0.0,0.172682399428983,0.172682399428983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sub-Saharan Africa,0,0,1,1,1,1,1,1,1,1,1,1,1,1
South Asia (excluding high income),Low income,all,all,0.0996100118859884,0.348615429601697,0.0356639483216339,0.0356639483216339,0.0449310001092258,0.0449310001092258,0.5819122042174,0.4180877957825997,0.257694111436407,0.216915899230886,0.0040732084299432,0.173141973106082,0.0254746655465221,0.0250815032467427,0.0225142734049218,0.0,0.257692991341286,South Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Europe & Central Asia (excluding high income),Upper middle income,all,all,0.379863523485894,0.567801993477417,0.0748273905435874,0.0748273905435874,0.134926887553095,0.134926887553095,0.585031983696133,0.4149680163038677,0.731619563036404,0.680807902228254,0.0418086244264141,0.198817967832508,0.108067282961829,0.107642249581166,0.0963832677330333,0.0,0.383737602064049,Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Middle East & North Africa (excluding high income),Lower middle income,all,all,0.504757907242262,0.257866151407751,0.137746386329119,0.137746386329119,0.0581670142393958,0.0581670142393958,0.712088939467384,0.2879110605326166,0.325004605337737,0.314455754753546,0.0513125118645303,0.212318729139343,0.156116598106179,0.146407961427786,0.151796590739335,0.0,0.453138181383446,Middle East & North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.293181213047365,0.308385324270244,0.14860407234029,0.14860407234029,0.0565850260405293,0.0565850260405293,0.280592152115926,0.7194078478840736,0.170286623595525,0.119178344847065,0.0273874126710147,0.195033355008857,0.140182139431347,0.140182139431347,0.118506451756074,0.0,0.530579030355254,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.501972944916064,0.337041815488094,0.0407607780161967,0.0407607780161967,0.267330548463879,0.267330548463879,0.561753899323568,0.4382461006764321,0.691104323729206,0.627431629117529,0.10040057937208,0.346897801926546,0.180968526335869,0.170876182312911,0.139557482203921,0.0,0.231395873523947,Latin America & Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Europe & Central Asia (excluding high income),Upper middle income,all,all,0.176690646898034,0.480211182414056,0.0164466999650354,0.0164466999650354,0.211128424795353,0.211128424795353,0.520181627126533,0.4798183728734675,0.684312591929198,0.669613305898733,0.0331220130579308,0.237975243119117,0.07196264723744,0.0322620053695578,0.0208477896542409,0.0,0.210009680371646,Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
High income,High income,all,all,0.988595663603042,0.761014284619945,0.61427608758947,0.61427608758947,0.649920293661252,0.649920293661252,0.781223231793471,0.21877676820653,0.775585158723954,0.0696234258360515,0.36609137225226,0.582269920032928,0.556200027892933,0.555031907905357,0.541183944256825,0.0,0.814698432325857,High income countries,0,0,0,0,0,0,0,0,0,0,0,0,0,1
High income,High income,all,all,0.967340575707929,0.572644581673078,0.603710533778591,0.603710533778591,0.421215389978281,0.421215389978281,0.760889419251328,0.2391105807486719,0.826160220107755,0.0417877642442828,0.438383031154344,0.515916600419074,0.482046503807119,0.471800974209785,0.241541008074091,0.0,0.796029265764137,High income countries,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Europe & Central Asia (excluding high income),Upper middle income,all,all,0.291514931157209,0.497843100165648,0.053320149004673,0.053320149004673,0.245986921136928,0.245986921136928,0.685746216846003,0.314253783153997,0.571253311810388,0.55527232489466,0.0367818709533571,0.324520138613432,0.138673102245472,0.0677252019026598,0.0759405523283964,0.0,0.395392038889989,Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
High income,High income,all,all,0.819393438680275,0.67781999207587,0.346839989952057,0.346839989952057,0.386613171572418,0.386613171572418,0.583398604444954,0.4166013955550456,0.385579896972948,0.166703561762982,0.191251305840076,0.38237516665037,0.291380204462018,0.277900242312117,0.170371257013898,0.0,0.652925275823551,High income countries,0,0,0,0,0,0,0,0,0,0,0,0,0,1
South Asia (excluding high income),Lower middle income,all,all,0.309908189209299,0.483700289730315,0.0744617504200515,0.0744617504200515,0.0999994901939142,0.0999994901939142,0.546918328580176,0.4530816714198243,0.183426604581688,0.165544781379368,0.0138135347292794,0.126763501432709,0.0162272369613295,0.014989515736552,0.0060011840722953,0.0,0.239142207313375,South Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Europe & Central Asia (excluding high income),Upper middle income,all,all,0.719849861466564,0.426200323771657,0.148760172746564,0.148760172746564,0.208390852983816,0.208390852983816,0.764408997893718,0.2355910021062821,0.69442823427177,0.452696716980642,0.203682952696937,0.593585710062866,0.512534330201992,0.101009956498855,0.102446579241426,0.0,0.503928273158629,Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
High income,High income,all,all,0.981257531332028,0.553635780536807,0.555091504617548,0.555091504617548,0.45336762047287,0.45336762047287,0.702325732612974,0.2976742673870264,0.767269254423086,0.0188757066787009,0.362490271614135,0.541353518475529,0.52097113311678,0.52097113311678,0.359069697688867,0.0,0.746884500189558,High income countries,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.482092497445127,0.551699989219064,0.220847898092905,0.220847898092905,0.188710844144438,0.188710844144438,0.581768459827112,0.4182315401728883,0.693965950924626,0.615836800452952,0.0289781451969578,0.275840055799003,0.0818036825374773,0.0761443464790011,0.107970019366921,0.0,0.595080083353563,Latin America & Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.166208334560554,0.396829980200034,0.0714403158004107,0.0714403158004107,0.0773875517901797,0.0773875517901797,0.440080634097747,0.559919365902253,0.188158211174274,0.171643931848824,0.0171931016670166,0.120158869081458,0.0320432587315742,0.0239480003242415,0.0165009498182383,0.0,0.61099577903494,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,1
South Asia (excluding high income),Lower middle income,all,all,0.336659130127617,0.1838264399026,0.225684159848614,0.225684159848614,0.0420957335140233,0.0420957335140233,0.695563962229174,0.3044360377708265,0.63007082681237,0.614608683479375,0.0284679445338715,0.0896829073562999,0.0643299146769033,0.0640937024414606,0.0391022739583468,0.0,0.327476396597163,South Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Latin America & Caribbean (excluding high income),Lower middle income,all,all,0.417967196011208,0.370549838813764,0.235315401571588,0.235315401571588,0.221103940315742,0.221103940315742,0.756288235546893,0.2437117644531077,0.67164521740124,0.644719616286495,0.0456106838833523,0.307329499222187,0.104196798862982,0.103914423966505,0.0711771651499237,0.0,0.644484146118406,Latin America & Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Europe & Central Asia (excluding high income),Upper middle income,all,all,0.526850299266641,0.279203441848809,0.0882168567846636,0.0882168567846636,0.176279203192666,0.176279203192666,0.733774102527666,0.2662258974723342,0.815760414516871,0.779911364013137,0.120085260193045,0.239520873553997,0.185551136076091,0.182298636898378,0.0843836883369449,0.0,0.256209511382194,Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sub-Saharan Africa (excluding high income),Upper middle income,all,all,0.519645703035045,0.699955836571311,0.266092261375031,0.266092261375031,0.176156815971821,0.176156815971821,0.539576600171566,0.4604233998284345,0.408120996632415,0.29124900707439,0.0943888837564244,0.339781489808068,0.189075812578623,0.16972204886228,0.152338441183407,0.0,0.581685612727885,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.68123158518616,0.402734976143443,0.123291611783736,0.123291611783736,0.337942616642314,0.337942616642314,0.354750780328195,0.6452492196718053,0.706156301435042,0.610710557643074,0.188816412993928,0.359348578233149,0.229308276736741,0.222413517073274,0.114283479922918,0.0,0.279722786403952,Latin America & Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Europe & Central Asia (excluding high income),Upper middle income,all,all,0.629868277446347,0.36212507504756,0.143409021359849,0.143409021359849,0.187561269838038,0.187561269838038,0.609451075883028,0.3905489241169727,0.822969610135519,0.758310506364929,0.183288731310678,0.433747797637871,0.323414944277114,0.177574759550452,0.129640955701983,0.0,0.272971826794948,Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sub-Saharan Africa (excluding high income),Low income,all,all,0.143575961084795,0.467622848147956,0.0866108052858537,0.0866108052858537,0.0589953512199689,0.0589953512199689,0.452165829906757,0.5478341700932426,0.072792602845546,0.0507115037232607,0.0158188119198472,0.0981366483659729,0.0386975065739612,0.0259378223517627,0.0316770809605952,0.0,0.508167668602654,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sub-Saharan Africa (excluding high income),Low income,all,all,0.0710575863294663,0.604141931829135,0.0400107348881573,0.0400107348881573,0.0161296269851951,0.0161296269851951,0.331554479505789,0.6684455204942112,0.0335384633408164,0.0297762089353087,0.0038226854311306,0.0773246427572212,0.0162809995349119,0.0153633406755742,0.014778820844706,0.0,0.348990716707599,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,1
East Asia & Pacific (excluding high income),Lower middle income,all,all,0.221652657655108,0.620573997246163,0.0358487848976701,0.0358487848976701,0.284427630350974,0.284427630350974,0.689373739110453,0.3106262608895466,0.603100174676308,0.576677247965848,0.017585962576471,0.279342491992305,0.0318466564195992,0.0170590125928035,0.0111439890057742,0.0,0.670040220619983,East Asia & Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sub-Saharan Africa (excluding high income),Lower middle income,all,all,0.121777346523732,0.566898552420012,0.0771559649363993,0.0771559649363993,0.0209380933024601,0.0209380933024601,0.51762860573594,0.4823713942640601,0.242082657404975,0.224580608547541,0.0141316876250433,0.153581180959038,0.0369248405980038,0.0341573231651518,0.0227931529729604,0.0,0.639611538633586,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,1
High income,High income,all,all,0.991033280339593,0.850342947801874,0.626296311261507,0.626296311261507,0.764652492709613,0.764652492709613,0.788063753635495,0.2119362463645051,0.761940232153294,0.0346566336051897,0.332987115812889,0.59653436532192,0.524041811444931,0.52302466002295,0.435791296174191,0.0,0.822096845393872,High income countries,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sub-Saharan Africa (excluding high income),Low income,all,all,0.124333450664986,0.410172332701098,0.0462941980675713,0.0462941980675713,0.0235957566343116,0.0235957566343116,0.477782266961871,0.5222177330381295,0.0714884931782597,0.0570030419510152,0.0016035601921046,0.110928067565942,0.0084623172940393,0.0071690706535209,0.0120498645020033,0.0,0.485778533630564,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,1
High income,High income,all,all,0.632588778095792,0.397889841221646,0.15006000741864,0.15006000741864,0.313459162066836,0.313459162066836,0.481238257525405,0.5187617424745953,0.687083908907135,0.582742929549838,0.224969925399537,0.457843892152069,0.276709389688486,0.184394130634374,0.0869485833041735,0.0,0.359495014878393,High income countries,0,0,0,0,0,0,0,0,0,0,0,0,0,1
East Asia & Pacific (excluding high income),Upper middle income,all,all,0.789652608494559,0.431932290382446,0.411047881215272,0.411047881215272,0.200490660635636,0.200490660635636,0.75258099842445,0.2474190015755509,0.79814518048559,0.640609629592451,0.146951500770959,0.371179484916697,0.175876330797995,0.11366304874701,0.070507121564639,0.0,0.720672847135728,East Asia & Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Latin America & Caribbean (excluding high income),Upper middle income,all,all,0.389990168273556,0.43137353677138,0.122532610587769,0.122532610587769,0.216528266896107,0.216528266896107,0.527054926684168,0.4729450733158314,0.647997751513821,0.626641179878012,0.106336915219774,0.327939867409701,0.154290102454018,0.112484397380745,0.0510357956210718,0.0,0.438633661156329,Latin America & Caribbean,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sub-Saharan Africa (excluding high income),Low income,all,all,0.174769843590534,0.570768841378759,0.0472176703850993,0.0472176703850993,0.0295228987034971,0.0295228987034971,0.525267981716513,0.4747320182834871,0.147480205479682,0.13163588251633,0.0115723127909439,0.1648490165414,0.0368052841012451,0.0297211321828072,0.0241774355822581,0.0,0.652045653837019,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,1
